Company,x,Member of the S&P500,Member of the Russell 1000 Index,source,Scraping code set up ?,Ticker(s),PR Agency,Example 2020 company PR agency press release URL,Domain,Company global/main press - news release site URL,Subscribed to press releases esgroadmap@gmail.com ?,Subscribed to press releases jameskijani@gmail.com ?,Plain text press release subscription possible? (yes/no),Company annual reports page URL,Company annual / financial report 2020 URL of pdf document (including 10-k),Company sustainability / ESG reports page URL,Company Sustainability / ESG report 2020 URL of pdf document,Country,NAICS #1,2017 NAICS TITLE,NAICS #2,2017 NAICS TITLE.1,NAICS #3,2017 NAICS TITLE.2,NAICS #4,2017 NAICS TITLE.3,NAICS #5,2017 NAICS TITLE.4,WORKED BY:,COMMENTS / NOTES,Carbon sentence available ?
Post Holdings Inc,,no,yes,,,POST,PRNewswire,https://www.prnewswire.com/news-releases/bob-evans-farms-teams-with-actor-gary-sinise-to-pay-homage-to-military-heroes-and-their-families-301316729.html,https://www.postholdings.com/,https://www.postholdings.com/newsroom/all/?cat_id=19,YES,YES,NO,https://www.postholdings.com/investor-relations/,https://www.postholdings.com/wp-content/uploads/2020/12/POST-2020-Annual-Report.pdf,https://www.postholdings.com/about/corporate-responsibility/,https://www.postholdings.com/wp-content/uploads/2020/12/PHI-2020-Environmental-Social-and-Governance-Report-12-3.pdf,United States,551112,Offices of Other Holding Companies ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Ppd,,no,yes,,,PPD,Businesswire,"https://www.businesswire.com/news/home/20210527005550/en/PPD-Named-%E2%80%98Most-Innovative-CRO%E2%80%99-by-Triangle-Business-Journal#:~:text=PPD%20Named%20'Most%20Innovative%20CRO'%20by%20Triangle%20Business%20Journal,-Honors%20PPD's%20development&text=(Nasdaq%3A%20PPD)%20has%20been,by%20the%20COVID%2D19%20pandemic.",https://www.ppd.com/,https://investors.ppd.com/news-releases,YES,YES,NO,https://investors.ppd.com/financial-information/annual-reports,https://investors.ppd.com/static-files/b8a4fd12-0053-4206-82e7-41ac9c13a1b7,https://www.ppd.com/who-we-are/corporate-responsibility/,not available,United States,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",*,*,*,*,*,*,*,*,LILYD - Russell,,0
PPG Industries Inc.,,yes,yes,,,PPG,Businesswire,https://www.businesswire.com/news/home/20210617005678/en/PPG-to-Expand-Coatings-Manufacturing-Capacity-in-Europe-for-Packaging-Applications,https://www.ppg.com/,https://news.ppg.com/press-releases/default.aspx,YES,YES,NO,https://investor.ppg.com/financial-info/annual-reports-and-proxy-statements/default.aspx,https://s25.q4cdn.com/953898558/files/doc_financials/Tikkurila/2020/2020-Tikkurila-Annual-Review.pdf,https://sustainability.ppg.com/,not available,United States,325510,Paint and Coating Manufacturing,424950,"Paint, Varnish, and Supplies Merchant Wholesalers ",*,*,*,*,*,*,LILYD - S&P,,1
PPL Corporation,,yes,yes,,,PPL,PRNewswire,https://www.prnewswire.com/news-releases/ppl-corporation-completes-sale-of-uk-utility-business-resulting-in-net-cash-proceeds-of-10-4-billion-301311463.html,http://www.pplweb.com/,https://pplweb.mediaroom.com/news-releases,YES,YES,NO,https://pplweb.investorroom.com/proxy,https://www.pplweb.com/wp-content/uploads/2021/04/PPL-Corporation-2020-Annual-Report-1.pdf,https://www.pplweb.com/sustainability/sustainability-reports/,https://www.pplweb.com/wp-content/uploads/2021/05/PPL-2020-Corporate-Sustainability-Report.pdf,United States,221118,Other Electric Power Generation ,221210,Natural Gas Distribution ,*,*,*,*,*,*,LILYD - S&P,,0
Pra Health Sciences Inc,,no,yes,,,PRAH,Businesswire,https://www.businesswire.com/news/home/20210701005529/en/,https://prahs.com/,https://investor.iconplc.com/investor-releases,YES,YES,NO,https://investor.iconplc.com/financials-filings/annual-reports,https://investor.iconplc.com/static-files/10610c92-fb50-4357-9e8d-70c93e4bb2b3,https://www.iconplc.com/about/esg/environment/,not available,United States,561990,All Other Support Services,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Premier Inc,,no,yes,,,PINC,Businesswire,https://www.businesswire.com/news/home/20210617005044/en/,https://www.premierinc.com/,https://investors.premierinc.com/news/default.aspx,YES,YES,NO,https://investors.premierinc.com/events-and-reports/reports/default.aspx?section=report,https://s21.q4cdn.com/577521493/files/doc_financials/2020/ar/Fiscal-2020-10-K.pdf,https://www.premierinc.com/sustainability,not available,United States,541512,Computer Systems Design Services ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Primerica Inc,,no,yes,,,PRI,Businesswire,https://www.businesswire.com/news/home/20210701005878/en/,https://www.primerica.com/,https://investors.primerica.com/news-and-events/news/default.aspx,YES,YES,NO,https://investors.primerica.com/financials/annual-reports-and-proxies/default.aspx,https://s22.q4cdn.com/709213704/files/doc_financials/2020/ar/AR_456820.pdf,https://investors.primerica.com/governance/Corporate-Responsibility-Report/default.aspx,https://s22.q4cdn.com/709213704/files/doc_downloads/social_responsibility/2020/58338-Corporate-Sustainability-Report-2020.pdf,United States,524113,Direct Life Insurance Carriers ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Principal Financial Group Inc.,,yes,yes,,,PFG,Businesswire,https://www.businesswire.com/news/home/20210707005547/en/,http://www.principal.com/,https://investors.principal.com/investor-relations/news-and-events/financial-press-releases/default.aspx,YES,YES,NO,https://investors.principal.com/investor-relations/financials/annual-reports/default.aspx,https://s21.q4cdn.com/251671177/files/doc_downloads/2020/PrincipalFinancial2020AR.pdf,https://www.principal.com/sustainability?_ga=2.219077585.931870545.1636738440-1587423131.1636738440,https://secure02.principal.com/publicvsupply/GetFile?fm=WW1057&ty=VOP&EXT=.VOP,United States,524114,Direct Health and Medical Insurance Carriers ,524298,All Other Insurance Related Activities ,523910,Miscellaneous Intermediation ,*,*,*,*,LILYD - S&P,,0
Procter & Gamble,,yes,yes,United Parcel Service,,PG,PRNewswire,https://www.prnewswire.com/news-releases/pg-ventures-announces-2020-innovation-challenge-finalists-300982517.html,https://en-eg.pg.com/,https://news.pg.com/news-releases/default.aspx,YES,YES,NO,https://pginvestor.com/financial-reporting/annual-reports/default.aspx,https://s1.q4cdn.com/695946674/files/doc_financials/2020/ar/PG-2020-Annual-Report.pdf,https://us.pg.com/environmental-sustainability/,https://downloads.ctfassets.net/oggad6svuzkv/6nH6D1AQHdsESZJpiRHTw8/d9c185578978927af52f5424dc2e0043/citizenship_report_2020_full.pdf,United States,325611,Soap and Other Detergent Manufacturing ,523120,Securities Brokerage ,524113,Direct Life Insurance Carriers ,524126,Direct Property and Casualty Insurance Carriers ,*,*,,,0
Progressive Corporation,,yes,yes,,,PGR,PRNewswire,https://www.prnewswire.com/news-releases/progressive-chief-marketing-officer-cmo-jeff-charney-awarded-ad-age-2021-brand-cmo-of-the-year-301307143.html,https://www.progressive.com/,https://progressive.mediaroom.com/news-releases,YES,YES,NO,https://investors.progressive.com/financials/default.aspx,https://s24.q4cdn.com/447218525/files/doc_financials/2020/ar/Progressive-2020-Financial-Review.pdf,https://investors.progressive.com/sustainability-reports/default.aspx,https://s24.q4cdn.com/447218525/files/doc_downloads/2021/Progressive_2020CSReport.pdf,United States,524126,Direct Property and Casualty Insurance Carriers ,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Prologis Inc.,,yes,yes,,,PLD,PRNewswire,https://www.prnewswire.com/news-releases/prologis-to-participate-in-reitweek-2021-nareits-virtual-investor-conference-301307224.html,https://www.prologis.com/,https://www.prologis.com/logistics-industry-news/press-releases,YES,YES,NO,https://ir.prologis.com/financials/annual-reports/default.aspx,https://s22.q4cdn.com/908661330/files/doc_financials/2020/ar/Prologis_2020AnnualReport_Download.pdf,https://www.prologis.com/sustainability,https://www.prologis.com/sites/corporate/files/documents/2021/09/2020-sustainability-report.pdf,United States,531110,Lessors of Residential Buildings and Dwellings ,523920,Portfolio Management ,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,531312,Nonresidential Property Managers ,*,*,LILYD - S&P,,0
Proofpoint Inc,,no,yes,,,PFPT,Globenewswire,https://www.globenewswire.com/news-release/2021/07/01/2256496/35374/en/Proofpoint-to-Report-Second-Quarter-2021-Financial-Results.html,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjC8aShtt3xAhVLTmAKHQ-TBHAYABAAGgJ0bQ&ohost=www.google.com&cid=CAESQeD2AV8QUoJG1Ak3fvdLYZIVdf4-1sz2gZNo-nfTgZ2QZ3hF_Rp07pLFV-zyvLetEmRY48El-XP3Bfn6PP-B1IOu&sig=AOD64_1j-1di3W98zXTU_Yg6JPPwY5tBhw&q&nis=1&adurl&ved=2ahUKEwj7qZ2htt3xAhUKzIsBHTX6ByQQ0Qx6BAgCEAE,https://investors.proofpoint.com/investors/news-and-events/press-releases/default.aspx,NO,NO,NO,https://investors.proofpoint.com/investors/financials-and-filings/quarterly-and-annual-reports/default.aspx,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001212458/957ca607-1822-45d6-ab62-b7aeb5d3626b.pdf,https://www.proofpoint.com/us/corporate-responsibility/sustainability-and-social-impact,not available,United States,541511,Custom Computer Programming Services ,518210,"Data Processing, Hosting, and Related Services",*,*,*,*,*,*,LILYD - Russell,,0
Prosperity Bancshares,,no,yes,,,PB,,,https://www.prosperitybankusa.com/,https://www.prosperitybankusa.com/Press-Releases,NO,NO,NO,https://www.prosperitybankusa.com/Reports,https://www.prosperitybankusa.com/ContentDocumentHandler.ashx?documentId=69825,https://www.prosperitybankusa.com/Investor-Relations,https://www.prosperitybankusa.com/ContentDocumentHandler.ashx?documentId=69977,United States,522110,Commercial Banking ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Prudential Financial Inc.,,yes,yes,,,PRU,Businesswire,https://www.businesswire.com/news/home/20210615005809/en/Prudential-launches-FlexGuard-Income-indexed-variable-annuity-%E2%80%93-a-new-investment-and-income-strategy-with-enhanced-flexibility-and-control,https://www.prudential.com/,https://news.prudential.com/prudential/news/,YES,YES,NO,https://www.investor.prudential.com/financials/annual-reports-and-proxy/default.aspx,https://s22.q4cdn.com/600663696/files/doc_presentations/2021/Prudential-AR2020.pdf,https://www.prudentialesg.com/sustainability/investing-sustainably/default.aspx,https://s1.q4cdn.com/379746662/files/sustainability_reports/2021/ESG-Report-for-website.pdf,United States,524113,Direct Life Insurance Carriers ,524126,Direct Property and Casualty Insurance Carriers ,*,*,*,*,*,*,LILYD - S&P,,0
PTC Inc.,,yes,yes,,,PTC,PRNewswire,http://www.prnewswire.com/news-releases/new-vuforia-instruct-offering-to-streamline-creation-of-3d-cad-based-work-instructions-301300876.html,https://www.ptc.com/en,https://investor.ptc.com/resources/news/default.aspx,YES,YES,NO,https://investor.ptc.com/financials/annual-reports-and-proxies/default.aspx,https://s27.q4cdn.com/610238322/files/doc_financials/2020/ar/2020_PTC_Annual_Report.pdf,https://www.ptc.com/en/about/corporate-social-responsibility,not available,United States,511210,Software Publishers,*,*,*,*,*,*,*,*,LILYD - S&P,,0
PTT,,no,no,UnitedHealth Group,,PTT,,,https://www.pttplc.com/,https://www.pttplc.com/en/Media/News.aspx,YES,YES,NO,https://investor.pttplc.com/en/downloads/annual-reports,not available,https://www.pttplc.com/en/Media/Publications/Report/Sustainabilityreport.aspx,not available,Thailand,213112,Support Activities for Oil and Gas Operations ,522110,Commercial Banking ,522220,Sales Financing ,522291,Consumer Lending ,524113,,,,0
Public Service Enterprise Group Inc,,yes,yes,,,PEG,PRNewswire,http://www.prnewswire.com/news-releases/pseg-power-retires-bridgeport-harbor-station-coal-plant-effective-may-31-301302773.html,http://www.pseg.com/,https://investor.pseg.com/investor-news-and-events/financial-news/default.aspx,YES,YES,NO,https://investor.pseg.com/financial-information/sec-filings/default.aspx,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000788784/18c5b701-5a9a-4922-95c1-dd98887fbd85.pdf,https://investor.pseg.com/esg/esg-disclosures/default.aspx,not available,United States,221210,Natural Gas Distribution ,221118,Other Electric Power Generation ,221121,Electric Bulk Power Transmission and Control ,221122,Electric Power Distribution ,*,*,LILYD - S&P,,0
Public Storage,,yes,yes,,,PSA,Businesswire,https://www.businesswire.com/news/home/20210618005513/en/,https://www.publicstorage.com/,https://investors.publicstorage.com/news-events/press-releases/default.aspx,YES,YES,NO,https://investors.publicstorage.com/financial-reports/annual-reports/default.aspx,https://s1.q4cdn.com/588671402/files/doc_financials/2020/ar/135296_16_2-Public-Storage-Annual-Report.pdf,https://investors.publicstorage.com/sustainability/default.aspx,not available,United States,531130,Lessors of Miniwarehouses and Self-Storage Units ,*,*,*,*,*,*,*,*,LILYD - S&P,,0
PulteGroup Inc.,,yes,yes,,,PHM,Businesswire,https://www.businesswire.com/news/home/20210708005089/en/,https://www.pulte.com/,https://www.pultegroupinc.com/investor-relations/press-releases/default.aspx?LanguageId=1,YES,YES,NO,https://www.pultegroupinc.com/investor-relations/financial-information/annual-reports/default.aspx,https://s22.q4cdn.com/957797852/files/P52213_PulteGroup_2020-AR_PROOF_JL_REV1.pdf,not available,not available,United States,236117,New Housing For-Sale Builders ,237210,Land Subdivision ,*,*,*,*,*,*,LILYD - S&P,,0
Pure Storage Inc,,no,yes,,,PSTG,PRNewswire,https://www.prnewswire.com/news-releases/pure-storage-identified-as-leader-in-kubernetes-storage-by-two-gigaom-radar-reports-301322971.html,https://www.purestorage.com/,https://investor.purestorage.com/news-and-events/press-releases/default.aspx,YES,YES,NO,https://investor.purestorage.com/financial-information/sec-filings/2020/default.aspx,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001474432/d71429b8-bfd0-4481-b26a-32deb855c26c.pdf,https://www.purestorage.com/company/corporate-social-responsibility.html,not available,United States,518210,"Data Processing, Hosting, and Related Services",*,*,*,*,*,*,*,*,LILYD - Russell,,0
PVH Corp.,,yes,yes,,,PVH,Businesswire,https://www.businesswire.com/news/home/20210701005525/en/,http://www.pvh.com/,https://www.pvh.com/news?facets=content_type%3DPress%20Releases,NO,NO,NO,https://www.pvh.com/investor-relations/reports,https://www.pvh.com/-/media/Files/pvh/investor-relations/PVH-Annual-Report-2020.pdf,https://www.pvh.com/responsibility/resources,https://www.pvh.com/-/media/Files/pvh/responsibility/PVH-CR-Report-2020.pdf,United States,315990,Apparel Accessories and Other Apparel Manufacturing ,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Qiagen Nv,,no,yes,,,QGEN,Businesswire,https://www.businesswire.com/news/home/20210712005636/en/QIAGEN-N.V.-Conference-Call-on-July-13-to-Discuss-Preliminary-Q2-2021-Results,https://www.qiagen.com/,https://corporate.qiagen.com/newsroom/press-releases/,YES,YES,NO,https://corporate.qiagen.com/investor-relations/financial-reports-and-sec-filings/financial-reports/default.aspx,https://financialreport.qiagen.com/sites/default/files/pdfs/en/financial-results/Qiagen_financial_report_2020_complete.pdf,https://www.qiagen.com/us/sustainability,https://www.qiagen.com/-/media/project/qiagen/qiagen-home/about-qiagen-website/documents/bro_sustainability_2020.pdf,United States,541720,Research and Development in the Social Sciences and Humanities ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Qorvo Inc.,,yes,yes,,,QRVO,Globenewswire,https://www.globenewswire.com/en/news-release/2021/06/01/2239458/11142/en/Qorvo-to-Present-at-the-Bank-of-America-Securities-2021-Global-Technology-Conference.html,https://www.qorvo.com/,https://ir.qorvo.com/press-releases,YES,YES,NO,https://ir.qorvo.com/annual-reports-proxies,https://ir.qorvo.com/static-files/97e7532b-dbeb-48d4-878c-bb835ab76e54,https://www.qorvo.com/about-us/corporate-social-responsibility,not available,United States,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,334413,Semiconductor and Related Device Manufacturing ,*,*,*,*,LILYD - S&P,,0
Qualcomm,,yes,yes,Vale,,QCOM,PRNewswire,https://www.prnewswire.com/news-releases/qualcomm-announces-commencement-of-registered-exchange-offer-for-notes-issued-in-connection-with-prior-private-exchange-offer-301177828.html,http://www.qualcomm.com/,https://www.qualcomm.com/news/releases,YES,YES,NO,https://investor.qualcomm.com/sec-filings/annual-reports,https://investor.qualcomm.com/sec-filings/annual-reports/content/0001728949-20-000067/0001728949-20-000067.pdf,https://www.qualcomm.com/company/corporate-responsibility,https://www.qualcomm.com/media/documents/files/2020-qualcomm-corporate-responsibility-report.pdf,United States,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,522110,Commercial Banking ,517312,Wireless Telecommunications Carriers (except Satellite),*,*,*,*,,,0
Quanta Services Inc.,,yes,yes,,,PWR,PRNewswire,http://www.prnewswire.com/news-releases/quanta-atco-joint-venture-luma-energy-commences-operation-and-maintenance-of-puerto-ricos-electric-power-transmission-and-distribution-system-301302623.html,https://www.quantaservices.com/,https://investors.quantaservices.com/news-events/press-releases,YES,YES,NO,https://investors.quantaservices.com/financial-information/annual-reports,https://d1io3yog0oux5.cloudfront.net/_484af54680494e9c8ab2ca49168f5b9d/quantaservices/db/734/6431/annual_report/Quanta+2020+AR+FINAL.pdf,https://esg.quantaservices.com/,https://esg.quantaservices.com/wp-content/uploads/2021/08/QUA-ESG-Report-20210802-Web-300dpi-Compressed-1.pdf,United States,238210,Electrical Contractors and Other Wiring Installation Contractors,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Quest Diagnostics Incorporated,,yes,yes,,,DGX,PRNewswire,https://www.prnewswire.com/news-releases/quest-diagnostics-to-release-second-quarter-2021-financial-results-on-july-22-301326026.html,https://www.questdiagnostics.com/,https://ir.questdiagnostics.com/press-releases/default.aspx,YES,YES,NO,https://ir.questdiagnostics.com/financial-info/annual-reports/default.aspx,https://s2.q4cdn.com/390454341/files/doc_financials/2020/ar/Filed-Dec-2020-10-K-Bookmarks(81452.1).pdf,https://www.questdiagnostics.com/our-company/corporate-responsibility,https://s2.q4cdn.com/390454341/files/doc_financials/2020/ar/Quest_CR_2020.pdf,United States,621511,Medical Laboratories ,325412,Pharmaceutical Preparation Manufacturing ,*,*,*,*,*,*,LILYD - S&P,,0
Quidel Corp,,no,yes,,,QDEL,Businesswire,https://www.businesswire.com/news/home/20210712005132/en/,https://www.quidel.com/,https://ir.quidel.com/news/default.aspx,YES,YES,NO,https://ir.quidel.com/financials/default.aspx#annual,https://s24.q4cdn.com/594651504/files/doc_financials/2020/ar/2020-Annual-Report-and-10-K.pdf,https://ir.quidel.com/ESG/default.aspx,not available,United States,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",*,*,*,*,*,*,*,*,LILYD - Russell,,0
Qurate Retail Inc,,no,yes,,,QRTEA,Businesswire,https://www.businesswire.com/news/home/20210520005997/en/,https://www.qurateretailgroup.com/,https://ir.qurateretail.com/press-releases,YES,YES,NO,https://www.qurateretail.com/investors/financial-information/annual-reports-proxy,https://d1io3yog0oux5.cloudfront.net/_317a6dac54b46cfeb61c4c2efc26f060/qurateretail/db/929/7738/annual_report/Qurate_Retail_-_2020_Annual_Report_-_2021_Proxy_Statement-_Bookmarked.pdf,https://www.qurateretailgroup.com/lp/corporate-responsibility/,https://www.qurateretailgroup.com/wp-content/uploads/qvc-newco/2021/06/VVZKSExU.pdf,United States,515210,Cable and Other Subscription Programming,454110,Electronic Shopping and Mail-Order Houses ,*,*,*,*,*,*,LILYD - Russell,,0
Ralph Lauren Corporation,,yes,yes,,,RL,Businesswire,https://www.businesswire.com/news/home/20210615005324/en/,http://www.ralphlauren.com/,https://investor.ralphlauren.com/news-releases,YES,YES,NO,https://investor.ralphlauren.com/financial-information/sec-filings?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=#views-exposed-form-widget-sec-filings-table#views-exposed-form-widget-sec-filings-table#views-exposed-form-widget-sec-filings-table,https://investor.ralphlauren.com/static-files/2f26891d-4194-449b-ac00-295c8b289407,https://corporate.ralphlauren.com/reports-and-policies,https://corporate.ralphlauren.com/on/demandware.static/-/Sites-RalphLauren_Corporate-Library/default/dw0f46e781/documents/2020_Global_Citizenship_Sustainability_Report_2.pdf,United States,315220,Men’s and Boys’ Cut and Sew Apparel Manufacturing ,315240,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing ",*,*,*,*,*,*,LILYD - S&P,,0
Raymond James Financial Inc.,,yes,yes,,,RJF,,,http://www.raymondjames.com/,https://www.raymondjames.com/news-and-media/press-releases,YES,YES,NO,https://www.raymondjames.com/investor-relations/financial-information/annual-reports-and-proxy-statement,https://www.raymondjames.com/-/media/rj/dotcom/files/our-company/investor-relations/shareholders-meeting/annualreport2020.pdf,https://www.raymondjames.com/about-us/corporate-responsibility,https://www.raymondjames.com/-/media/rj/dotcom/files/our-company/about-us/corporate-responsibility/2020-cr-report.pdf,United States,523120,Securities Brokerage ,523930,Investment Advice ,*,*,*,*,*,*,LILYD - S&P,,0
Rayonier Inc,,no,yes,,,RYN,Businesswire,https://www.businesswire.com/news/home/20210525005932/en/,https://www.rayonier.com/,https://ir.rayonier.com/news-events-presentations,YES,YES,NO,https://ir.rayonier.com/financial-information,https://ir.rayonier.com/static-files/bd825a6f-2f4b-4d9a-b53f-db98bed7d47f,https://www.rayonier.com/sustainability/responsible-stewardship/,https://www.rayonier.com/media/11454676/rayonier_sustainability_report_2020.pdf,United States,321999,All Other Miscellaneous Wood Product Manufacturing ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Raytheon Technologies,,yes,yes,Valero Energy Corporation,,RTX,PRNewswire,https://www.prnewswire.com/news-releases/raytheon-technologies-board-of-directors-authorizes-5-billion-share-repurchase-program-301187736.html,https://www.rtx.com/,https://www.rtx.com/News#News,NO,NO,NO,https://investors.rtx.com/financial-information/annual-reports,https://investors.rtx.com/static-files/225310fa-b108-4298-aa1c-177fd526041e,https://investors.rtx.com/esg-investors,not available,United States,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,*,*,*,*,*,*,,,0
Realpage Inc,,no,yes,,,RP,,,https://www.realpage.com/,https://www.realpage.com/news/categories/press-releases/,NO,NO,NO,not available,not available,not available,not available,United States,511210,Software Publishers,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Realty Income Corporation,,yes,yes,,,O,PRNewswire,http://www.prnewswire.com/news-releases/111th-common-stock-monthly-dividend-increase-declared-by-realty-income-301313226.html,http://www.realtyincome.com/,https://www.realtyincome.com/investors/press-releases/default.aspx,YES,YES,NO,https://www.realtyincome.com/investors/financial-information/annual-reports-and-proxy/default.aspx,https://s21.q4cdn.com/421822989/files/doc_financials/2020/annual/Realty-Income-2020-Annual-Report.pdf,https://www.realtyincome.com/corporate-responsibility/sustainability-report/default.aspx,https://s21.q4cdn.com/421822989/files/doc_downloads/sustainability-report/Realty-Income-2020-Sustainability-Report.pdf,United States,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,525920,"Trusts, Estates, and Agency Accounts ",525990,Other Financial Vehicles ,*,*,*,*,LILYD - S&P,,0
Reate Pharmaceuticals,,no,yes,,,RETA,Globenewswire,"https://www.globenewswire.com/news-release/2021/06/07/2243031/0/en/Reata-Pharmaceuticals-Announces-Participation-in-The-Goldman-Sachs-42nd-Annual-Global-Healthcare-Conference.html#:~:text=(Nasdaq%3A%20RETA)%20(%E2%80%9C,Tuesday%2C%20June%208%2C%202021.",https://www.reatapharma.com/home/default.aspx,https://www.reatapharma.com/investors/news/default.aspx,YES,YES,NO,https://www.reatapharma.com/investors/financials/annual-reports/default.aspx,https://s27.q4cdn.com/486207181/files/doc_financials/2020/ar/RETA_2020_Annual_Report.pdf,https://www.reatapharma.com/investors/esg/esg-overview/default.aspx,not available,United States,325412,Pharmaceutical Preparation Manufacturing ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Regal Beloit Corp,,no,yes,,,RBC,PRNewswire,https://www.prnewswire.com/news-releases/regal-beloit-corporation-to-hold-second-quarter-2021-earnings-conference-call-on-thursday-july-29-2021-301327978.html,https://www.regalbeloit.com/,https://investors.regalbeloit.com/investors/ir-news/default.aspx,YES,YES,NO,https://investors.regalrexnord.com/investors/financial-information/annual-reports-and-proxies/default.aspx,https://s28.q4cdn.com/452460759/files/doc_financials/2020/ar/Regal-2020-Annual-Report_forweb.pdf,https://investors.regalrexnord.com/investors/corporate-governance/Sustainability-Reports/default.aspx,https://s28.q4cdn.com/452460759/files/doc_downloads/2020/09/REGAL-2020-Sustainability-Report-web.pdf,United States,335312,Motor and Generator Manufacturing ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Regency Centers Corporation,,yes,yes,,,REG,Globenewswire,https://www.globenewswire.com/news-release/2021/06/24/2252514/37116/en/Regency-Centers-Invites-You-to-Join-Its-Second-Quarter-2021-Earnings-Conference-Call.html,http://www.regencycenters.com/,https://investors.regencycenters.com/news-releases,YES,YES,NO,https://investors.regencycenters.com/financial-information/annual-reports,https://investors.regencycenters.com/static-files/1f689c0b-46f4-4401-b89f-f1505c8a6f62,https://www.regencycenters.com/corporate-responsibility,https://issuu.com/regencycenters/docs/regencycenters-2020-corporateresponsibility-report?fr=sOWM5NjM5NTM5MDk,United States,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Regeneron Pharmaceuticals Inc.,,yes,yes,,,REGN,PRNewswire,https://www.prnewswire.com/news-releases/fda-authorizes-lower-1-200-mg-intravenous-and-subcutaneous-dose-of-regen-cov-casirivimab-and-imdevimab-antibody-cocktail-to-treat-patients-with-covid-19--301305941.html,https://www.regeneron.com/,https://investor.regeneron.com/index.php/press-releases,YES,YES,NO,https://investor.regeneron.com/financial-information/annual-reports-and-proxy-statements,https://investor.regeneron.com/static-files/b1cdca61-25d4-47f9-bd88-fab14e7f3a3b,https://www.regeneron.com/responsibility,https://investor.regeneron.com/2020RR,United States,325412,Pharmaceutical Preparation Manufacturing ,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Regions Financial Corporation,,yes,yes,,,RF,Businesswire,https://www.businesswire.com/news/home/20210630005167/en/,https://www.regions.com/,https://ir.regions.com/news-and-events/press-releases/2021,YES,YES,NO,https://ir.regions.com/financial-information/quarterly-annual-reports?s=2020,https://ir.regions.com/~/media/Files/R/Regions-IR/documents/2020%2010-K%20Final%20Draft%20for%20Website.pdf,https://www.regions.com/about-regions/environmental-social-and-governance,https://www.corporatereport.com/Regions2020AnnualReviewandESGreport/Regions_2020_Annual_Review_and_ESG_Report.pdf,United States,522110,Commercial Banking ,522291,Consumer Lending ,*,*,*,*,*,*,LILYD - S&P,,0
Reinsurance Grp Of Amer,,no,yes,,,RGA,Businesswire,https://www.businesswire.com/news/home/20210706005065/en/,https://www.rgare.com/,https://reinsurancegroupofamericainc.gcs-web.com/financial-releases,YES,YES,NO,https://www.rgare.com/investors/annual-review-and-report,https://www.rgare.com/docs/default-source/investor-relations/2020-annual-report0b05e99aed1c46fb9e6349b915d51e26.pdf,https://www.rgare.com/about-rga/our-responsibility,not available,United States,524113,Direct Life Insurance Carriers ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Reliance Industries,,no,no,Vedanta Ltd,,RELIANCE,,,http://www.ril.com/,https://www.ril.com/MediaReleases.aspx,YES,YES,NO,https://www.ril.com/InvestorRelations/FinancialReporting.aspx,https://www.ril.com/getattachment/57c07cd8-3cba-457b-a972-c02524df79b6/AnnualReport_2020-21.aspx,https://www.ril.com/Sustainability/CorporateSustainability.aspx,not available,India,324110,Petroleum Refineries,211120,Crude Petroleum Extraction ,213112,Support Activities for Oil and Gas Operations ,423520,Coal and Other Mineral and Ore Merchant Wholesalers ,,,,,0
